title	alias	N0	lambda	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
Euro		266684	-0.017772623837453434	187078			201446	220014	199771	206820	189730		187593	184350	177798	180964	173883	176492	174320	180279	176991	183311	174312	177737	189410	174692	174854	171468	159046	150125	147563	143020	140395	127727	115564	107780	105197	104495	106206	106093	103820	100837	105163	99353	109316	108146	110506	109177	107432	106179
Pirsch		42233	-0.004389172532874127	41578			42506	41267	38324	38019	40701	39413	37325	37560	39585	38352	37046	36661	38173	37907	36500	36731	37654	37483	35743	36175	36349	36284	35696	34961	38265	37750	36292	35960	35759	35923	34279	35556	35702	36709	35195	35008	34721	35022	33011	32340	34398	32990	32117	31478
Polizeispiegel		44519	0.007003557114964655				50930	51265	52136	51782	51806	52194	52125	52183	52272	52027	52148	52236	52032	52115	52101	52146	52038	52052	52238	53151	53017	53548	54207	53817	54080	55069	55341	54754	56356	57420	57588	57881	61023	63898	64027	64710	64830	65402	65415	65676	65993	66029	66460	67186
Pharmazeutische Zeitung		37671	-0.0004468878396115721	37436			37288	36742	36943	37096	36913	36926	37134	37373	37291	37130	37491	37519	37426	37222	37360	37499	37495	37312	37501	37472	37489	37098	37193	37501	37748	37829	37724	37431	37552	37001	37096	37183	37389	36894	36679	36687	36981	36485	36421	36581	36340	36196	36098	36174
Position		70367	-0.001174807253583049	77246			74779	76981	74524	73156	72356	75024	74917	70549	70664	71588	59652	59949	60961	62072	60946	60917	60917	62270	61380	61581	64045	67065	66346	65539	65359	67502		65970	64749	66153	66954	65514	65119	68294	67039	67142	66753	67601	67487	67265	66834	73377	73528	73696
SoVD Zeitung		416894	-0.0007871696104056578	429956			431498	424889	421005	418054	416662	409413	408311	417648	421087	404830	405239	406236	408405	398568	398991	400310	402212	395232	396296	398396	397587	391984	393947	395470	398755	399014	402782	399509	403589	397808	400003	404308	407148	400016	402142	405543	409169	402456	405410	409941	410377	405463	409281	412135
Rundschau für den Lebensmittelhandel		66108	-0.0005473146755826384	66392			66129	66465	66420	67539	66534	66430	66847	66543	65314	64109	64920	64282	62813	63567	63543	63340	64068	64738	64784	64764	64664	64654	64756	64789	64282	64758	64697	64627	64560	64558	64908	64806	64749	64870	64693	64664	64410	64748	64718	64688	64630	64508	64566	64679
Sicherheitsbeauftragter		35679	-0.02130829776284437	31109			31094	27560	27736	28011	27853	23119	22751	22648	22896	21751	21769	21946	22083	21686	21805	22226	21696	18418	18878	12640	19276	14351	14138	9482	14220	14005	14092	14133	14179	13627	13605	13520	13717	13534	13848	13799	13903	13087	13332	13461	13742	13162	13383	13359
Mobil + Sicher - Das Verkehrswachtmagazin		60295	-0.02283766661776862	49768			49864	49823	49391	49970	48345	49729	46700	29989	29888	29532	29861	49764	26735	29783	24757	39752	23967	23644	23873	23703	23438	22956	22823	22852	22849	22833	22886	22837	22884	22805	22768	22904	22495	22697	22706	21568	21571	21631	21793	21943	21380	21410	21443	21049
Die Schwester/Der Pfleger		36683	0.00726100234049128	35711			35828	36326	34873	35417	33572	33255	33599	33153	32984	32271	32265	52148	52889	51522	49455	51116	50621	53561	54435	52956	54133	53077	53383	52015	52550	52377	53561	51725	52004	50856	53313	50963	51142	50204	49820	48848	49344	47998	48463	46878	46400	46450	47043	45530
Der Steuerzahler		482252	-0.010613005269233427	439861			429574	421520	422610	421189	417207	408335	403631	398858	393825	381512	375849	370957	368120	358761	356595	354588	352271	346513	345319	343240	336215	333216	332952	330955	330931	324486	321828	319750	317792		313017	309232	308871	303120	300118	295615	294406	288335	283739	283220	278764	272792	271226	269361
BauPortal		32059	-0.0008810236472760127	32595			32112	32012	31676	31465	31362	30524	30025	29939	30187	30053	30054	30094	30051	30383	31678	31478	30508	31758	32925	30140	30121	30206	36440	39698	33843	30976	31170	31299	31011	30759	30968	31299	31304	31638	30443	30323	30080	29758	29901	29723	29667	29354	29279	28987
TextilWirtschaft		33847	-0.008816344672479317	30368			29187	29531	28781	28948	28383	28242	28452	28552	28372	28787	28153	28086	27685	29392	28113	28084	27324	27824	27184	27387	26237	26095	25268	24408	24014	23883	23548	23336	23305	23238	23043	22674	22430	22567	22292	21924	21684	22147	21483	21573	20773	21461	20959	20944
Macwelt		45692	-0.008468885416517236	46319			42467	40878	41011	37441	38483	41491	41589	38766	35203	35387	34242	33349	31430	32243	34282	34411	37521	35008	35091	34766	34594	35933	35762	37314	37155	41359	37206	33549	33264	35877	28435	36260	36874	36048	30317	31755	32759	28127	29990	25450	26417	26431	22647	22722
Trucker-Fernfahrer Magazin		70456	-0.009818105826171819	60922			57905	64667	63748	56140	58305	56409	56086	63357	54556	55752	50070	52031	57723	52888	56311	56509	53555	54928	58962	58698	52397	55064	53491	49139	51103	48909	51711	50437	50665	45357	48342	49132	46825	53550	44385	44865	44151	42642	43155	38027	36939	37343	38062	31496
Top Agrar		127953	-0.0017536164882833985	129767			132487	125833	121473	119962	125934	123978	121554	119434	125690	122816	121568	119012	124765	124115	120257	117234	125942	119466	119909	118265	130045	120936	117578	116712	131052	118087	116566	115225	123864	124155	115645	113999	126145	114985	114428	114106	122573	114744	112927	115186	128093	116825	115555	113676
REISE & PREISE		71678	0.0016623373107612787	73299			67568	72359	68919	66108	72695	76298	68976	79882	69516	75328	70290	80409	67220	73412	84902	76134	77124	76048	67692	69695	71263	81866	77223	83766	80098	84158	79241	79593	79659	83428	77214	82199	76632	88228	77493	74705	71942	81553	74959	74515	71165	74076	66741	74361
Berliner Zeitung	BZ	237219	-0.011864344705689912	200668			205367	198839	197259	188743	196903	191073	184601	181027	190674	186025	180877	178543	188087	183370	177850	174201	178433	172884	167458	165079	173881	169731	165511	160403	166416	158503	149238	141723	145498	144936	144254	139897	144229	142075	136002	133143	133892	130636	126074	124743	128452	122212	117937	115795
Verkehrs-Rundschau Ausgabe B einschl. Taxi		195079	0.0007627430497216897	182347			182889	182565	186568	191434	190088	192409	196653	197699	197945	199650	201001	205372	204779	206160	205624	206787	206704	211072	210542	209734	210222	209290	209589	209345	211929	202261	200420	199769	199940	198856	198496	198554	200291	200801	200245	199364	199742	197841	197362	196839	198502	197531	196441	195046
Reisemobil international		33190	0.010254325000212611	41871			42398	37145	37743	37817	35764	37723	37498	38156	35080	35206	38708	41954	41433	42838	42292	47361	45578	47640	46644	52463	44646	48404	48439		47239	48123	50318	56449	48269	50089	48711	57319	49608	50436	51740	58751	50116	48640	51416	58116	51599	48875	55912	71644
W&V Werben und Verkaufen		35969	-0.0028927350284803205	38020			32571	33418	31852	30677	37126	37788	41918	39240	32107	33195	33405	31788	31604	32187	32486	32170	32089	31762	32011	31335	31649	31448	31689	31414	31516	31486	31954	31199	32211	32829	31948	31278	31758	31316	31848	31840	31923	32033	32678	32414	32621	31446	30896	29723
BW agrar		39066	-0.0069750615621866985	36338			36374	35364	35363	35365	35478	34448	34385	34233	34349	33354	33381	33549	33417	32422	32424	32421	32483	31740	31614	31608	31679	30850	30685	30584	30606	29779	29759	29839	29711	28910	28869	28863	28890	28235	28211	28115	28230	27559	27531	27478	27515	26890	26842	26966
Zahnärztliche Mitteilungen		75526	0.0026481112530470814	78632			79483	79252	79695	79689	79375	79183	80043	79543	79909	79900	79868	79809	80126	79772	80398	80148	80516	80504	80650	80559	80881	80972	81196	81878	82360	82680	83032	83337	83651	83974	84467	84677	84955	85158	85681	85779	85845	86634	86998	87203	87410	87839	88397	88578
Der Handel		103435	-0.004641925911896435	100172			94068	94381	94550	94548	94202	94408	93994	94452	93592	94562	94760	94289	94734	94795	94002	93991	93002	93421	93964	94234	94420	94474	84659	84128	84017	83874	84215	84240	84489	84070	84146	84220	83293	83689	83950	82573	84125	82032	80783	81197	81157	81300	80853	80234
Diabetes Ratgeber		1343028	-0.001860278351348935	1285658			1289498	1275660	1277534	1276867	1293908	1280573	1286411	1291433	1305234	1290573	1295153	1294798	1303345	1294446	1296594	1293154	1301688	1285831	1288000	1286181	1296162	1280349	1279423	1280940	1297902	1269767	1269154	1266474	1279783	1250253	1250787	1249834	1253281	1216452	1216310	1215553	1223543	1191824	1194676	1195718	1201694	1189124	1194370	1195378
Baby und Familie		877561	-0.00263170313862923	869707			851503	836448	836136	827066	830204	817291	823335	823408	828933	816054	820673	822428	827517	822665	829429	830427	836194	825889	825431	822923	826352	811430	811632	811158	815240	803779	803574	802719	805857	789157	789434	788339	788948	761273	760227	760876	767958	753715	762017	765150	766108	753066	754323	751222
Senioren Ratgeber		2020415	-0.0027941662869814584	1914110			1913120	1884646	1884925	1889651	1911877	1886737	1897791	1903349	1940758	1900605	1908749	1908740	1929953	1913422	1916954	1907828	1924877	1890638	1891971	1887601	1906116	1871974	1870254	1864965	1879347	1845003	1843252	1836245	1853769	1803085	1803018	1801658	1809642	1743379	1742932	1740555	1754230	1698227	1706312	1711315	1726324	1704673	1715423	1720030
Junior Kinderzeitschriften		1214562	-0.009747708464579981	1147174			1058341	1043975	1038041	1025549	1016341	977424	985482	973549	968600	963466	968346	971063	979400	979208	973225		961983	947533	953867	936499	931924	912833	903204	892066	881091	867570	849450	832033	834114	811823	801947	794364	792261	778511	769133	759249	756706	728636	726646	718464	715971	700326	694331	690611
Journal für perfektes Haushalten Edeka		362821	-0.07869544128170732	119889			116023	112419	108398	107241	114884	105742	98704	95698	94710	98213	94976	94136	93425	44950	22977	22654	21781	21735	21686	21675	18085	15542	15490	15494	11416	10551	10315	9908	10003	9834	9659	9670	9397	9019	8897	8705	8606	8640	8580	8465	8440	8400	8173	8195
Lukullus		793810	-0.027404745882906374	612488			577370	561664	548957	523279	524856	500859	492604	459694	453470	438032	427932	406625	408531	393131	386966	371131	377448	366120	359272	342239	338497	327610	323290	298783	307445	281529	276191	263271	264251	257495	252807	240626	234086	227116	221967	210165	211660	206853	203448	192623	196717	190284	187498	176692
Bäckerblume Bäckerkurier		364180	-0.035898205091318275	259623			237266	224346	213556	203796	209224	195069	186385	179733	167985	170494	165336	161768	156603	153389	148674	147182	138519	134986	128784	127931	119936	116353	110793	107515	103587	96461	92814	86407	88117	82351	81442	78288	71142	68473	65623	61645	62107	60484	59506	55821	55757	53777	52321	48857
Baby-Post		115060	-0.0060043660750846	113047			105132	102893	102073	100270	101100	102954	100820	100424	100764	104121	101006	101406	100491	99686	99364	97901	96666	96596	95554	95596	94859	93011	98112	103151	102209	95904	95151	93661	96116	95187	92525	91497	90842	89717	71790	52185								
Ratgeber/Meine Apotheke		1202292	0.010721864188314242	1714900			1631936	1591112	1525958	1508400	1584470	1196716	1198070	1194779	1191061	1202073	1194832	1142459	1134428	1143430	1115537	1103222	1104267	1127368	1137183	1233269	1633892	1988165	2223640	2333244	2559231	2430267	2341285	2269223	2307929	2226638	2120268	2092907	2124099	2015592	1914461	1924829	1836602	1822448	1805992	1803528	1803368	1803399	1815079	1802758
Fit + 50		94739	-0.008294819983117065	77622			65726	78146	91922	80859	78628	92058	85658	84321	81558	85371	84383	83108	82283	80538	80518	75023	77818	77543	78168	74256	75503	70586	68868	63418	61268	62893	65768																	
Neue Apotheken-Illustrierte		1362122	-0.00632586579599976	1458607			1355080	1313260	1296743	1270946	1282367	1240248	1223982	1238228	1217291	1183583	1151151	1119403	1112482	1106166	1151514	1021951	1031813	1022950	1051042	1013778	1009308	1108849	1090450	1040568	1008763	1116567	1050346	1034796	1021028	1117938	1062816	1044800	1002994	1009259	1010042	1021302	1012371	1066193	1032408	1046639	1030328	1042482	1007971	1006957
Ja zum Baby		375161	-0.006823654753112582				282600		280170	280400	280770		300000		300000		320500		330800		320850		331150	341050			371200	371200			371200	371000			381000	350600			349900	250200	249967	248897	249102	248977	220630	220370	220590	200085	180075	200075
VDI nachrichten		151327	0.0017616018456950689	156645			156629	150911	152248	150545	153883	150149	155265	153943	158795	154266	156865	157875	159802	156137	165023	158924	159869	158956	163293	162050	163735	163659	164564	162375	163410	159788	162458	162770	162537	161820	165510	163747	163541	162205	164125	167884	168873	161374	162718	162595	165042	160332	164177	166256
Die Zeit		460413	0.003185289937025137	475342			460422	470614	482781	462146	483625	478175	511207	475439	509965	501815	501617	485321	509421	501856	507058	486722	499991	496145	493792	483865	546515	524862	518231	500193	534017	520299	520963	507791	537629	540437	534624	523653	537129	531267	525571	522663	553709	543041	541947	524336	554305	541571	539634	521973
Deutsche Handwerks Zeitung		440825	0.0020391302281279867	433041			433949	433493	434917	440588	445231	449515	452490	456060	461746	466307	469067	473560	477536	473745	474560	477934	481972	481695	479906	480842	483109	483432	479967	477687	478153	478284	478059	479307	480463	479277	479653	481092	482860	482150	481162	482093	482986	482118	480820	481701	482507	481479	480986	481600
Rheinischer Merkur		138685	-0.020593537045856054	106249			106606	106794	106830	106894	102756	101530	99939	95810	92313	89538	87330	84909	82287	81350	81434	79237	73842	72206	70828	71407	71524	71178	70356	69483	68223	64351	65313																	
Norddeutsches Handwerk		90975	0.0008465925368154728	87702			87087	87900	88430	89515	90458	91856	92099	93380	93877	93760	94117	94661	95025	94983	94873	95127	95451	95491	95125	95168	95472	95404	95022	94889	95251	95601	94661	94739	94973	94752	94481	94757	94756	94664	94177	94057	94022	93587	93048	93024	93178	92981	92611	92817
Deutsches Handwerksblatt		220052	0.00291909853629841	218932			220202	220985	221301	223296	226631	228259	229797	231463	232524	233540	234870	237909	240782	241511	242083	242543	243222	242737	241565	242179	243008	243597	246622	248174	248893	251111	250956	252651	254740	255339	254935	255807	257445	257444	256645	257556	258410	244854	244103	244217	245618	246401	245638	246110
Aachener Zeitung/Aachener Nachrichten		163600	-0.006049963831900302	157606			153323	152626	148594	146198	149335	147351	145041	141484	143648	143015	141233	137881	138882	138029	140563	139417	141010	140129	143132	135453	136318	134900	136924	131358	132863	131207	132185	127171	130204	127424	129569	125207	128711	124474	126418	121193	124953	121636	121641	117026	118487	116394	116772	112141
Main-Echo		93406	-0.003976811530592106	89646			89628	88571	87560	86758	87722	87644	87018	85499	86953	85910	86059	84903	86266	84792	84420	83239	84428	83441	83514	82656	83341	82343	82006	80580	81547	80223	79930	78850	79944	78815	78907	77657	78353	77266	78250	76929	77893	77383	76976	75916	76737	75573	75678	74134
Der Tagesspiegel		158486	-0.00554612393034488	145420			145152	142028	144578	137707	139989	138920	141403	138540	139881	139308	141630	138374	141214	140684	141884	139170	142370	141226	142029	138855	142242	138963	141972	139752	136879	130463	129137	124597	124462	124754	125030	122681	120574	119890	123848	119857	118102	115381	115969	116944	117326	115483	115874	111945
Nordbayerischer Kurier		42633	-0.003704480686730616									40835																37927	37723	37408	37148	36947	36755	36388	36279	36112	36101	35988	35719	35461	36489	36383	36138	35930	35639	35394	35615	35243	34923	34764
Berliner Morgenpost		187508	-0.00873288959295283	162606			166072	164772	166114	163269	155616	154150	155484	155725	153241	151729	158199	154849	154318	152375	153571	149537	152590	152335	151103	148375	152049	149843	145946	146322	147378	140209	134100	132293	130837	130169	126853	126066	126411	123852	123354	123013	122771	118535	120897	117734	115943	113803	114020	106645
Westfalen-Blatt		138700	-0.002536486175291831	139261			137984	130587	130675	129564	131283	130778	132859	130713	132108	131585	133873	130668	132630	131423	131806	129663	130022	129359	129911	127991	128138	126998	128041	126004	126034	127159	126886	125155	126338	124651	123997	122315	123310	121121	125187	123365	124169	122140	122996	121142	122177	121069	121431	119103
General-Anzeiger Bonn		99432	-0.005111061916608821					91605	90753	88516	91472	90649	92574	89519	92452	91887	90967	87349	88968	88248	87108	84733	86876	85950	85176	81919	84152	84051	83220	81677	83711	83561	82666	80084	82561	81889	81129	79040	82094	80099	78864	76759	79569	78107	77817	74556	76158	75270	74716	71722
Neue Westfälische		273674	-0.002234905133313444									263985	263311	257964	262171	261716	263250	256457	259875	259173	259538	253970	258840	258508	259073	250401	256567	255177	257516	248261	252992	251374	254022	245894	253223	248210	246668	241775	253082	243336	252080	244934	256722	249867	247528	239211	246398	242536	241651	232912
Badisches Tagblatt		41723	-0.0038894687196493593	40478			39967	39969	39439	39113	39335	39228	38974	38588	38949	38582	38329	37920	38188	38043	37760	37547	37757	37462	37106	36624	36748	36652	36375	35937	36222	36080	35649	35220	35526	35377	34973	34559	34767	34748	35011	34596	34776	35108	34685	34395	34395	34594	34154	33816
Handelsblatt		162478	-0.0031533438393066123	150567			152892	147977	150608	147527	155042	153556	152417	146606	152024	151888	149190	147925	149635	153490	152321	150964	152847	156227	154785	153384	157097	158629	147799	143394	153353	145437	145467	143844	144472	142513	140765	142278	147208	146281	144464	143328	150023	154913	132142	121619	122230	129107	127645	121850
Rheinische Post	RP	468940	-0.00578361541778383	434245			428624	429581	421601	416942	424550	420129	418290	418548	419079	416227	414387	407538	415051	411544	405803	398381	407340	407273	404744	398039	404252	402271	398154	396298	400963	374431	370849	366952	375525	368080	363799	359367	373810	357762	360610	353860	362119	350284	346804	338254	341690	343162	335464	323386
Esslinger Zeitung		46734	-0.0018315510114804592	46420			46851	45761	45097	44334	45898	45302	44649	44355	45516	44985	44240	43459	44902	44632	44771	43818	45137	44314	44715	43431	44385	43977	43543	43150	44255	43759	44348	43454	44561	43056	44047	42698	45151	43397	43287	42066	44746	42644	42200	41655	42470	42075	41673	40942
shp Schleswig-Holstein-Presse		360777	-0.008300817144257323	352172			351403	347892	346594	347141	347800	343605	341980	345318	346189	256576	260455	256010	262360	255210	257938	254170	262487	253929	255453	249968	254431	253723	256848	248864	251730	260985	264215	253305	256571	253913	260572	247576	251367	247137	261779	249841	255099	252696	258308	248559	253133	249286	252036	239633
Frankfurter Allgemeine Zeitung	FAZ	424091	-0.003223820711848862	406279			414427	407670	400140	394959	397677	394392	397289	395353	386367	388229	382602	379776	391949	386428	382499	379391	396232	389780	393338	387064	395175	387263	395303	393247	399546	387529	385509	379014	383676	381717	380325	379271	380427	372686	374513	372189	372028	354276	360032	355990	348258	332948	324076	320151
Badische Zeitung		158230	-0.0016592022591433561				156432	156298	154993	152196	156617	153268	153794	150547	154941	151829	152638	148842	153276	150007	152765	148519	152381	152034	150733	146394	152221	150598	151653	147717	151310	150209	150311	145169	150104	147755	147443	143929	148061	145723	146052	142027	147837	147694	147410	143698	147885	146163	144905	142212
Frankfurter Rundschau	FR	214463	-0.01139897206151301	186942			184753	182489	182611	176395	176101	172721	170301	168048	166203	165113	162409	159456	154244	153644	156143	160947	161278	163310	163224	161867	165122	166324	165169	156222	150999	147792	142158	141060	136578	130623	128982	125247	124479	124550	123899	122898	112797	89125						
Goslarsche Zeitung		32387	-0.005144133323660404	31111			30492	30299	30287	30249	30565	29482	29465	29105	28926	28633	28841	28321	28317	28346	28203	27929	27916	28063	27853	27565	27503	27489	27550	26996	27129	26814	26591	26601	26626	26247	26148	25944	26087	25658	25694	25944	25524	25009	24706	24633	24647	24686	24408	24285
Göttinger Tageblatt		51039	-0.005011744974420563	48727			48156	47676	47095	46656	46797	46810	46497	45682	46079	45678	46106	45032	45093	45139	45062	44282	44485	45017	44309	43947	43807	43861	43729	43050	42876	42702	43019	42521	42400	42024	42007	41731	41678	41401	32897	40655	40773	40510	40136	39362	39531	38685	38594	38096
Gießener Allgemeine		68073	-0.0037843882955900503	64486			64317	64424	63849	63195	64210	63755	63973	63010	63789	62954	62996	62257	62594	62421	62133	61413	62032	61622	61322	60410	60801	60650	60562	59503	59788	59383	59107	58269	58771	58473	58067	57700	58419	57145	57473	56643	57379	56373	56771	55307	55956	55122	54715	53774
HAZ Total		651517	-0.004299764477613696	628918			618119	617261	609291	599388	607385	604342	600675	592408	596615	595308	592487	586269	588782	587967	587460	578827	582013	581240	576302	568396	572604	571533	566091	561099	561001	559859	556438	550030	552437	552202	546318	539884	540570	535723	533811	525341	528288	529994	524544	518662	522060	519961	512907	503465
Frankenpost		77861	-0.005053993212192571				75600	73908	72118	70524	72503	71830	71308	69420	70644	68901	68731	67644	69045	67760	67643	67036	68322	66473	66949	65527	67542	66042	66451	64439	65707	64294	64818	62983	65449	64137	63503	61675	63743	62993	63428	60979	64030	62592	61974	58318	58974	57873	57302	56595
Heilbronner Stimme		106787	-0.0033518397436222234	101838			102272	101285	99603	98783	101394	100436	99713	98302	102639	100377	98998	97426	100094	102080	99097	97522	98773	99291	97868	95013	95862	97968	96154	94056	95158	96356	94203	92074	93324	94360	94335	89667	91536	92796	91611	88710	90549	91628	90013	87153	89635	90503	89548	86419
BILD am Sonntag	BamS	2541329	-0.013057807641319152	2198398			2082424	2043368	2121367	2169925	2030458	1933952	2005380	2049673	1870954	1816663	1901143	2021133	1807046	1762820	1898928	1887794	1716256	1687112	1802956	1787604	1627499	1626718	1802956	1747229	1589819	1518569	1651679	1712795	1490573	1495885	1533020	1522018	1394173	1346428	1400615	1404992	1292341	1240814	1286705	1314754	1196836	1180826	1196309	1202386
Hamburger Abendblatt		335560	-0.010046512608755564	296476			292207	293306	285674	280526	287664	284162	277899	272391	276374	270944	267794	262483		264736	260650	255487	259847	260352	257234	256265	249788	250764	244277	240036	237781	239450	232998	221836	221827	221794	216560	213053	212263	211900	206910	205738	205291	202257	198716	197762	199472	193613	192333	
Welt am Sonntag	WamS	406600	0.0006186551285548189	411685			403845	407598	412787	408455	406095	409424	409232	417772	406757	406551	415018	407786	414390	418519	424135	412230	426368	417555	413887	410506	414335	419113	412283	412705	411982	418948	416217	412192	412487															
Bild		4512208	-0.010515730613640766	3985503			3821601	3790056	3878036	3891326	3747269	3664632	3772109	3839520	3618624	3555563	3612694	3725697	3460051	3471876	3556447	3600092	3353870	3334401	3411506	3345468	3151963	3165029	3243578	3308435	3040418	3022141	3122644	3106471	2909682	2865953	2917454	2908018	2715105	2681051	2761294	2707378	2536401							
Kneipp Journal aktiv & gesund		120664	-0.0038499422511259467	113947			115024	111802	113283	113602	114075	111183	111705	112290	113072	110101	110954	110981	112107	108438	108954	109446	110154	106674	107617	108758	109372	105766	106558	107427	108426	104884	105272	105781	106187	103171	102816	102999	103165	99720	100429	100856	101302	97297	97936	98407	98786	95264	95940	96488
handwerk magazin		80014	0.00006847839471897352	79341			80078	80297	79998	80076	80165	80035	80093	80270	80140	80337	80190	80339	80200	80258	80002	80376	80040	80579	80277	80541	80328	80008	80583	80225	80181	86056	79320	79805	79743	79727	73521	78068	79247	80635	80940	80592	80665	80811	80736	80760	80811	80694	80384	80715
Auto & Reise		98066	0.001078348287965639	106671			108183	106929	106635	104121	103550	101959	102913	102822	102431	104685	101623	99815	99365	98132	97446	96568	96655	99058	95451	95315	95109	93819	92334	91033	90802	95179	89484	93783	94792	95953	97601	98617	100397	102611	102994	108281	106723	110994	108526	110199	112142	112829	113997	115353
Frau im Leben		166615	-0.005548804393014428	153215			161434	170327	158418	153389	150559	139715	144525	141324	139081	140805	157393	153785	147620	143134	140849	144257	136900	139104	141104	142951	146583	138553	137016	135685	136290	128518	126749	133131	138580	140352	135488	137030	133472	136440	130309	137725	133371	135336	128137	130018	127080	114675	110719	101662
leben und erziehen		142424	-0.002746294931114311	135134			127158	145984	136995	124907	136019	139778	140484	125268	129526	134647	129100	130955	148440	134373	134643	135750	135593	129891	131502	135145	133129	137261	131842	124654	129948	133703	123804	130439	134304	123261	125521	130410	133492	118551	112580	135952	132298	114336	109330	133436	134134	106686	101297	135019
KirchenZeitung für das Bistum Aachen		56187	-0.01038229168886981	49291			48517	48953	48587	48685	48744	47714	47097	46786	46352	44823	43722	43138	43434	43566	43540	43384	42822	42074	41558	41288	41342	40216	39299	38609	38494	37699	37139	36616	36303	35490	35381	35839	35532	35957	35135	34314	34603	34009	34659	33176	33024	32369	31732	31087
Madame		109075	-0.0009789465793967008	101466			106589	110721	109771	113419	113447	103885	106147	115389	108140	101394	103670	98930	109250	110955	104188	109944	108622	104659	99118	111137	106283	101242	103824	105416	105759	104169	103360	106727	106648	96612	103858	104613	104570	98351	105273	102866	102972	102170	101792	104838	103085	106112	108732	109689
Off Road		114572	-0.018603003810666832	94524										80485	74321	71665	84358	73928	81303	71434	64369	68156	64748	63802	71959	62301	65994	59369	63896	64509	53194	57577	57761	55817	52102	56896	52262	52291	51824	56880	50356	45897	46559	44112	48560	43816	38849	40064	40597	38407
Die Aktuelle		528509	-0.007262747759139535	502741			515151	547854	504077	492665	462184	502839	469163	469956	441413	433797	424860	452253	435875	431220	421462	424763	411585	390306	386891	401413	374957	393948	376860	399854	394456	396994	401289	403591	375421	387272	388071	413556	369466	395046	377261	397876	356720	383806	383001	398564	357743	375339	372536	382382
Spotlight		150095	-0.015343557771923902	131350			105992	129283	115146	109992	110051	124428	113279	110913	101195	120886	111262	105309	99335	118131	105190	103777	97802	112817	97625	90435	84834	101003	88968	86803	72441	97315	80194	76186	68352	88465	73836	75159	60138	83491	69891	66843	67137	84623	70960	66734	59466	76199	63970	61669
ADAC motorwelt		13793518	-0.000088108374831197	13513970			13653631	13763973	13746984	13785131	13826552	13834772	13863441	13867295	13881709	13875927	13849488	13834273	13849148	13848646	13935375	13861020	13879722	13901271	13895298	13796773	13720327	13639118	13605456	13587413	13576468	13585363	13598077	13602310	13618126	13654607	13674319	13679887	13493348	13407984	13691350	13715969	13737445	13783507	13818597	13873916	13911629	13960561	13889628	13791018
AUDIO		73178	-0.020625459387437886	57760			57969	51917	51560	45679	55588	50015	50295	47892	52961	46556	48334	43687	49448	43568	45894	45102	52172	41331	42577	37834	42367	36955	32898	32511	38492	35927	28818	28966	31780	29801	26670	26957	26972	27166	25074	24025	28779	26652	26607	26594	28461	25786	24366	23184
auto motor und sport		578681	-0.008548350300005262	496863			474057	485692	485494	484855	484286	486213	489423	519108	468849	479551	482920	488278	500656	495702	505362	529935	486575	493550	482225	466562	452344	450329	424034	431234	412443	413693	422834	408679	396982	411233	402631	404846	378707	389680	381218	378831	367436	368107	359892	372167	362750	362342	352296	354565
Anna		114255	-0.02250383328249852	106375			93210	91492	82282	82528	76676	82052	68112	78491	70588	67396	58553	60620	56511																					41863	36413	35349	36368	40764	34872	36480	43130	43005	32305	34167
Althaus Modernisieren		40088	-0.005388115925666478	37754			30913	34764	32678	30669	31946	37048	32816	30860	34273	40537	38875	37902	38714	39213	28406	38934	38070	39365	38242	40102	34250	38071	36516	37528	35626	33670	37281	34528	31197	30038	24448	30718	26890	31209	26151	33669				28824	25534	29528	22993	30860
Art		84551	-0.010853008468221422	73808			70640	67609	65962	67953	76840	69540	70102	66749	68880	66485	65913	65742	68324	64557	73750	76542	65045	61813	61435	59010	61308	56725	58933	55914	58572	55729	54775	52889	55991	51708	51524	52373	51700	53608	62764	45534	49699	49204	48081	46139	48461	45849	45239	42719
Auf einen Blick		2058584	-0.013850342482058029	1777633			1698434	1698975	1646971	1620533	1630793	1614528	1578590	1555886	1569821	1558581	1530190	1517153	1514613	1512169	1468369	1443204	1439637	1422626	1371563	1349987	1362307	1341081	1287363	1279947	1265065	1246051	1226387	1199035	1194442	1183813	1141770	1119613	1109748	1090710	1064858	1062051	1054894	1038917	1016299	994098	990874	975306	948156	931260
Auto-Zeitung		212994	-0.00002805592160788322	228399			206460	215143	221626	229278	209754	206076	209334	227097	203239	209752	209831	209905	205753	205698	205485	215560	200895	214442	205144	204667	204936	210289	209875	215449	205893	197693	205677	206794	208465	215270	235657	242526	223186	203019	233462	227192	213522	203619	223622	237194	207542	197505	198392	191933
Abenteuer & Reisen-Das Erlebnismagazin		131566	-0.01087319077753406	103719			111662	104609	108796	102971	107996	103469	103352	102827	124246	107510	115730	110770	103015	105105	102611	103995	102166	104429	105007	100073	93010	86920	99955	91082	93326	77391	79632	72645	85368	72972	81846	81354	90713	84219	80635	75781	81905	63461	77064	77044	73944	66721	75726	70018
